,current_params,proposed_params,current_log_likelihood,proposed_log_likelihood,step_forward_log_probs,step_backward_log_probs,current_log_posterior,proposed_log_posterior,alpha,accepted
5898,"[0.10089007996100903, 0.3576157939132927, 86522857842809.67]","[0.10130482081977499, 0.35278030552576695, 86856562139038.06]",-211.804704976871,-211.7295410118557,-21.347098058369582,-21.35658525907737,-211.804704976871,-211.7295410118557,1.0678814839621804,True
5899,"[0.10130482081977499, 0.35278030552576695, 86856562139038.06]","[0.09452061925299399, 0.34131739373288283, 86610814818402.03]",-211.7295410118557,-221.5072961601108,-22.01598326750237,-22.17615150936773,-211.7295410118557,-221.5072961601108,4.8307516411838215e-05,False
5900,"[0.10130482081977499, 0.35278030552576695, 86856562139038.06]","[0.10012846756662788, 0.3515391911630788, 88792983636616.75]",-211.7295410118557,-211.77662335395664,-23.04738050162026,-23.0886855109268,-211.7295410118557,-211.77662335395664,0.915406224150836,True
5901,"[0.10012846756662788, 0.3515391911630788, 88792983636616.75]","[0.09743404595892471, 0.35255507661849705, 88536855971412.89]",-211.77662335395664,-214.41338758918442,-21.226102413846,-21.279284745718147,-211.77662335395664,-214.41338758918442,0.06788456654411558,True
5902,"[0.09743404595892471, 0.35255507661849705, 88536855971412.89]","[0.09712511296325624, 0.3563825263717167, 87937890115615.16]",-214.41338758918442,-215.23300828724305,-21.432678175830578,-21.430443581000993,-214.41338758918442,-215.23300828724305,0.44158440331238863,False
5903,"[0.09743404595892471, 0.35255507661849705, 88536855971412.89]","[0.09733349875358871, 0.34132511153779665, 89427697904858.97]",-214.41338758918442,-213.98509205948972,-22.193546985235404,-22.218417856658558,-214.41338758918442,-213.98509205948972,1.4969424456989988,True
5904,"[0.09733349875358871, 0.34132511153779665, 89427697904858.97]","[0.0911321065865137, 0.34843173864356425, 89761049844870.53]",-213.98509205948972,-237.0977708695941,-21.642311019788163,-21.715777035578107,-213.98509205948972,-237.0977708695941,8.518933841528132e-11,False
5905,"[0.09733349875358871, 0.34132511153779665, 89427697904858.97]","[0.10732408119291871, 0.3420157673693456, 87105093433288.62]",-213.98509205948972,-218.50288572404753,-24.466471200831275,-24.289878259304416,-213.98509205948972,-218.50288572404753,0.013020884337634682,False
5906,"[0.09733349875358871, 0.34132511153779665, 89427697904858.97]","[0.10117519085001447, 0.32296320968693715, 89109965401295.6]",-213.98509205948972,-211.6787286373043,-23.029621648730764,-22.949126634431366,-213.98509205948972,-211.6787286373043,10.879262307230363,True
5907,"[0.10117519085001447, 0.32296320968693715, 89109965401295.6]","[0.09778170974592205, 0.33748534138523134, 89149374135939.45]",-211.6787286373043,-213.25123949296955,-22.272267359865566,-22.310920589580164,-211.6787286373043,-213.25123949296955,0.19965506320677925,True
5908,"[0.09778170974592205, 0.33748534138523134, 89149374135939.45]","[0.08638928849230217, 0.34393842693185306, 91219824789411.69]",-213.25123949296955,-277.28815768344487,-24.117036600943365,-24.24488992224488,-213.25123949296955,-277.28815768344487,1.360171904403007e-28,False
5909,"[0.09778170974592205, 0.33748534138523134, 89149374135939.45]","[0.10126376843212591, 0.3246573107373447, 89807064849892.16]",-213.25123949296955,-211.72135246705363,-22.300738426996517,-22.255940131588137,-213.25123949296955,-211.72135246705363,4.829221725886583,True
5910,"[0.10126376843212591, 0.3246573107373447, 89807064849892.16]","[0.10962411864241589, 0.31244810678052903, 88193664206081.08]",-211.72135246705363,-225.93610151796173,-23.614511021060128,-23.53607666434777,-211.72135246705363,-225.93610151796173,7.255653490373353e-07,False
5911,"[0.10126376843212591, 0.3246573107373447, 89807064849892.16]","[0.10742844013992942, 0.3095647039373993, 89420942257956.89]",-211.72135246705363,-221.1349921198935,-22.618492340755996,-22.546293993285197,-211.72135246705363,-221.1349921198935,8.77129238292979e-05,False
5912,"[0.10126376843212591, 0.3246573107373447, 89807064849892.16]","[0.1168227888100882, 0.3218295998031208, 89843119524552.34]",-211.72135246705363,-247.38279778623655,-22.45300461051521,-22.41392277908595,-211.72135246705363,-247.38279778623655,3.383795471830674e-16,False
5913,"[0.10126376843212591, 0.3246573107373447, 89807064849892.16]","[0.09160987494458524, 0.3236290476168395, 90805452989944.23]",-211.72135246705363,-231.27390469455517,-22.08401402561258,-22.213871325377802,-211.72135246705363,-231.27390469455517,2.831640737847625e-09,False
5914,"[0.10126376843212591, 0.3246573107373447, 89807064849892.16]","[0.09594957767102162, 0.31958530962933945, 90187832055717.84]",-211.72135246705363,-215.4414678093199,-21.461592759200858,-21.580088670689577,-211.72135246705363,-215.4414678093199,0.0215234712393008,False
5915,"[0.10126376843212591, 0.3246573107373447, 89807064849892.16]","[0.1037328411848641, 0.3333116982435751, 89806622372032.45]",-211.72135246705363,-213.58414293284028,-21.626753715022904,-21.540040725034782,-211.72135246705363,-213.58414293284028,0.16930093353031173,False
5916,"[0.10126376843212591, 0.3246573107373447, 89807064849892.16]","[0.10385406612566273, 0.3219602919388731, 88349774547923.62]",-211.72135246705363,-213.89764556461114,-22.32198969304135,-22.29840200674002,-211.72135246705363,-213.89764556461114,0.1161694461260616,True
5917,"[0.10385406612566273, 0.3219602919388731, 88349774547923.62]","[0.0893365141624301, 0.30379692447381307, 89093217212808.45]",-213.89764556461114,-244.1586867550961,-24.130837102037418,-24.19536529478137,-213.89764556461114,-244.1586867550961,6.757289976915159e-14,False
5918,"[0.10385406612566273, 0.3219602919388731, 88349774547923.62]","[0.10726673854221318, 0.309278700558557, 88548213999166.08]",-213.89764556461114,-220.57669551932926,-22.07526961961898,-22.04593106343865,-213.89764556461114,-220.57669551932926,0.001294395616032865,False
5919,"[0.10385406612566273, 0.3219602919388731, 88349774547923.62]","[0.10833220572097998, 0.33245247150221957, 86579624538434.92]",-213.89764556461114,-220.97160622338848,-23.456599345390117,-23.335342510526967,-213.89764556461114,-220.97160622338848,0.0009560466740140694,False
5920,"[0.10385406612566273, 0.3219602919388731, 88349774547923.62]","[0.08237078937751009, 0.3551477831991541, 89292989427985.98]",-213.89764556461114,-342.58132788675186,-29.33781166606613,-29.5973715514457,-213.89764556461114,-342.58132788675186,1.0015241604999942e-56,False
5921,"[0.10385406612566273, 0.3219602919388731, 88349774547923.62]","[0.10785161100883978, 0.32191613274324604, 88294369629922.42]",-213.89764556461114,-220.9751594629631,-21.294819287471427,-21.224775464219945,-213.89764556461114,-220.9751594629631,0.0009050955179836638,False
5922,"[0.10385406612566273, 0.3219602919388731, 88349774547923.62]","[0.12107361568510978, 0.32989912846598823, 89566024807390.14]",-213.89764556461114,-260.6940018815553,-23.749445569261496,-23.693445773623075,-213.89764556461114,-260.6940018815553,5.0225131281403125e-21,False
5923,"[0.10385406612566273, 0.3219602919388731, 88349774547923.62]","[0.1028677384617094, 0.31794042524278604, 88181305123205.58]",-213.89764556461114,-212.87767172409696,-21.25492434433042,-21.30152077791712,-213.89764556461114,-212.87767172409696,2.646868933552618,True
5924,"[0.1028677384617094, 0.31794042524278604, 88181305123205.58]","[0.10329963963446767, 0.324201333562466, 85949962471930.11]",-212.87767172409696,-212.9785909362517,-23.90308099782061,-23.826978945120615,-212.87767172409696,-212.9785909362517,0.9754882545280671,True
5925,"[0.10329963963446767, 0.324201333562466, 85949962471930.11]","[0.10339830900817466, 0.324457639294299, 85743772832120.44]",-212.9785909362517,-213.05486734079017,-21.199379083666187,-21.20062355226746,-212.9785909362517,-213.05486734079017,0.9254077080306283,True
5926,"[0.10339830900817466, 0.324457639294299, 85743772832120.44]","[0.09446745653380832, 0.331960062562214, 87479892923951.7]",-213.05486734079017,-220.7616473404821,-23.318485854743628,-23.41431034912177,-213.05486734079017,-220.7616473404821,0.0004086692151469749,False
5927,"[0.10339830900817466, 0.324457639294299, 85743772832120.44]","[0.10670692529635384, 0.32503004608639596, 86288445266463.92]",-213.05486734079017,-217.99977539054544,-21.420898179306548,-21.345220454845265,-213.05486734079017,-217.99977539054544,0.007679273556498358,False
5928,"[0.10339830900817466, 0.324457639294299, 85743772832120.44]","[0.08799223926054257, 0.32327489511407537, 86197385270853.73]",-213.05486734079017,-260.0175474090029,-22.44776468170157,-22.512781787106213,-213.05486734079017,-260.0175474090029,3.768171156031057e-21,False
5929,"[0.10339830900817466, 0.324457639294299, 85743772832120.44]","[0.10388313094175965, 0.3329104687995073, 86271205570346.11]",-213.05486734079017,-213.42690758577297,-21.705757314803108,-21.646083505688622,-213.05486734079017,-213.42690758577297,0.7317133530789249,True
5930,"[0.10388313094175965, 0.3329104687995073, 86271205570346.11]","[0.09431577896673299, 0.34573451872078304, 85487664359759.42]",-213.42690758577297,-222.91730579353606,-22.708874107310052,-22.823660715130323,-213.42690758577297,-222.91730579353606,6.737848426368944e-05,False
5931,"[0.10388313094175965, 0.3329104687995073, 86271205570346.11]","[0.0935716766982953, 0.33149614401062405, 85988418909704.55]",-213.42690758577297,-224.47803305748567,-21.68603317854921,-21.836025752089967,-213.42690758577297,-224.47803305748567,1.3658916239035264e-05,False
5932,"[0.10388313094175965, 0.3329104687995073, 86271205570346.11]","[0.09914942140205779, 0.3442207438994388, 85567296720466.25]",-213.42690758577297,-212.44237275060212,-22.14708159171896,-22.20881478583199,-213.42690758577297,-212.44237275060212,2.516330378073782,True
5933,"[0.09914942140205779, 0.3442207438994388, 85567296720466.25]","[0.10198238803650714, 0.3338487736065037, 84069002725031.89]",-212.44237275060212,-211.86456856006112,-22.882381494701193,-22.87564317681744,-212.44237275060212,-211.86456856006112,1.794169980202182,True
5934,"[0.10198238803650714, 0.3338487736065037, 84069002725031.89]","[0.10039306427980686, 0.3345530054426279, 84020910473959.38]",-211.86456856006112,-211.7290695831818,-21.180607759010165,-21.20871864416766,-211.86456856006112,-211.7290695831818,1.113366258873665,True
5935,"[0.10039306427980686, 0.3345530054426279, 84020910473959.38]","[0.09477969731620117, 0.3393424494728558, 83464583005102.88]",-211.7290695831818,-221.42425667153435,-21.561170216969558,-21.649918264594,-211.7290695831818,-221.42425667153435,5.6349615778919004e-05,False
5936,"[0.10039306427980686, 0.3345530054426279, 84020910473959.38]","[0.09786746314642764, 0.3376204553421479, 84841176109558.14]",-211.7290695831818,-213.74555781329963,-21.58521610623636,-21.602377989520633,-211.7290695831818,-213.74555781329963,0.1308570054521399,False
5937,"[0.10039306427980686, 0.3345530054426279, 84020910473959.38]","[0.0888240490898175, 0.3376276969071776, 83525720240075.77]",-211.7290695831818,-256.2476512580179,-21.95480193179752,-22.083762716190535,-211.7290695831818,-256.2476512580179,4.0721022956401503e-20,False
5938,"[0.10039306427980686, 0.3345530054426279, 84020910473959.38]","[0.10176431375949649, 0.33614870971179256, 85459362334424.73]",-211.7290695831818,-211.79101762302656,-22.25863069882051,-22.211674683756517,-211.7290695831818,-211.79101762302656,0.9851197961180751,True
5939,"[0.10176431375949649, 0.33614870971179256, 85459362334424.73]","[0.08184324472840918, 0.3275050057628776, 85924791189312.25]",-211.79101762302656,-349.3474652401958,-23.716271069036996,-23.604646321910664,-211.79101762302656,-349.3474652401958,2.034566368792344e-60,False
5940,"[0.10176431375949649, 0.33614870971179256, 85459362334424.73]","[0.09873058490254596, 0.3408155596818518, 85340512933179.19]",-211.79101762302656,-212.7501994884392,-21.322439723338082,-21.35835702053236,-211.79101762302656,-212.7501994884392,0.369686783621189,False
5941,"[0.10176431375949649, 0.33614870971179256, 85459362334424.73]","[0.10206401879893058, 0.3525190572501351, 86871438536022.1]",-211.79101762302656,-211.89275644115583,-23.529813841793985,-23.5027861064544,-211.79101762302656,-211.89275644115583,0.9280115661130827,True
5942,"[0.10206401879893058, 0.3525190572501351, 86871438536022.1]","[0.11861382574062893, 0.350340299861698, 87602195454379.9]",-211.89275644115583,-248.72838248227427,-22.857556444856378,-22.82973315088652,-211.89275644115583,-248.72838248227427,1.0341281874138761e-16,False
5943,"[0.10206401879893058, 0.3525190572501351, 86871438536022.1]","[0.08449561607173978, 0.36422131585395356, 88435772160397.03]",-211.89275644115583,-308.8075914936104,-24.665861484361095,-24.61302443969736,-211.89275644115583,-308.8075914936104,8.577658644067816e-43,False
